id,BeatsPerMinute
524463,124.41823
524464,119.24301
524465,124.265724
524466,126.85345
524467,117.302826
524468,120.301834
524469,125.48138
524470,124.26574
524471,120.921875
524472,119.41323
524473,122.95753
524474,118.63257
524475,120.91463
524476,121.18745
524477,125.62809
524478,124.414734
524479,120.55549
524480,124.97025
524481,122.90333
524482,122.21039
524483,123.814064
524484,122.03773
524485,121.542465
524486,124.87082
524487,118.25887
524488,120.53675
524489,118.589485
524490,121.14794
524491,124.42356
524492,121.68362
524493,121.926
524494,121.042564
524495,120.09548
524496,118.30678
524497,119.35948
524498,120.600334
524499,120.98868
524500,122.89891
524501,123.8915
524502,120.8336
524503,121.99793
524504,129.44806
524505,120.60492
524506,124.22822
524507,120.62765
524508,118.94583
524509,121.08057
524510,122.69123
524511,119.82675
524512,119.7313
524513,123.014015
524514,118.412766
524515,123.98317
524516,125.52115
524517,120.107254
524518,120.72199
524519,120.3561
524520,122.00985
524521,121.50068
524522,119.97093
524523,128.754
524524,116.995674
524525,124.90334
524526,126.52547
524527,118.95789
524528,125.10841
524529,124.94651
524530,123.143425
524531,120.388855
524532,124.503395
524533,119.23509
524534,126.00769
524535,119.7596
524536,123.19818
524537,123.14347
524538,117.77713
524539,122.544304
524540,122.48182
524541,122.54149
524542,119.37412
524543,120.900536
524544,120.806755
524545,119.25333
524546,121.7663
524547,122.067276
524548,122.33095
524549,123.1874
524550,123.91228
524551,119.878136
524552,123.33947
524553,122.57574
524554,123.12815
524555,120.799416
524556,125.44918
524557,118.50659
524558,121.18365
524559,120.00251
524560,120.05769
524561,121.38294
524562,120.05709
524563,126.39102
524564,120.81626
524565,123.40909
524566,119.85726
524567,123.795715
524568,127.29415
524569,123.61989
524570,123.29916
524571,119.87266
524572,128.25484
524573,120.16154
524574,122.770164
524575,121.03585
524576,123.9517
524577,122.93303
524578,120.956436
524579,116.44739
524580,125.50591
524581,121.74969
524582,122.109825
524583,120.17325
524584,120.03292
524585,124.98592
524586,122.75136
524587,121.81948
524588,119.568695
524589,127.39668
524590,123.7447
524591,120.95603
524592,124.60661
524593,126.855736
524594,127.35778
524595,121.734985
524596,121.09272
524597,123.30943
524598,120.5245
524599,122.84145
524600,116.7765
524601,121.38211
524602,125.80808
524603,117.746864
524604,122.14553
524605,122.73063
524606,122.40998
524607,122.51041
524608,121.47767
524609,125.32763
524610,120.97848
524611,120.570885
524612,122.37092
524613,124.9271
524614,126.39662
524615,120.286255
524616,122.10567
524617,122.297195
524618,124.23382
524619,121.510605
524620,123.0183
524621,127.64265
524622,125.79337
524623,125.09859
524624,125.167595
524625,121.606125
524626,120.73639
524627,124.994514
524628,123.934586
524629,121.20152
524630,123.501076
524631,121.59689
524632,121.9652
524633,121.23256
524634,118.79457
524635,122.19831
524636,121.99359
524637,124.496765
524638,118.65528
524639,120.53996
524640,122.893
524641,123.42512
524642,120.51885
524643,121.106636
524644,117.24593
524645,120.25635
524646,123.60939
524647,118.67168
524648,118.878395
524649,126.75385
524650,120.981735
524651,124.04967
524652,119.96871
524653,120.92859
524654,122.48399
524655,122.54765
524656,119.68551
524657,119.127365
524658,125.48967
524659,124.082146
524660,125.02565
524661,122.97105
524662,123.15784
524663,121.6931
524664,122.128235
524665,124.748764
524666,119.422554
524667,125.14684
524668,119.223305
524669,122.386185
524670,122.38287
524671,121.66495
524672,120.60151
524673,120.63515
524674,123.020744
524675,120.19003
524676,121.10586
524677,122.69962
524678,123.10646
524679,119.2338
524680,123.14521
524681,126.60244
524682,123.9305
524683,122.84853
524684,122.74981
524685,124.67833
524686,121.051216
524687,117.88404
524688,122.52978
524689,124.155235
524690,125.73484
524691,119.41621
524692,121.385086
524693,122.309364
524694,120.28996
524695,121.9164
524696,121.30379
524697,120.88267
524698,123.50295
524699,122.09888
524700,121.60517
524701,120.35234
524702,121.564316
524703,119.31729
524704,123.8371
524705,122.5706
524706,124.07822
524707,122.652626
524708,120.37245
524709,123.81828
524710,120.91828
524711,120.4177
524712,123.826294
524713,124.843056
524714,121.65935
524715,119.43478
524716,122.833496
524717,121.0276
524718,118.42205
524719,123.29978
524720,120.658424
524721,122.857155
524722,122.0909
524723,117.9904
524724,123.70804
524725,123.72292
524726,123.201775
524727,120.666794
524728,123.329926
524729,122.77572
524730,123.5888
524731,122.26149
524732,119.5256
524733,120.19152
524734,120.96102
524735,120.66846
524736,121.12109
524737,122.49485
524738,123.85135
524739,122.49277
524740,119.89132
524741,125.89639
524742,121.397514
524743,122.712975
524744,121.08886
524745,120.807045
524746,121.5911
524747,122.63887
524748,120.25293
524749,122.59243
524750,124.90325
524751,121.001686
524752,125.1
524753,120.821014
524754,121.28413
524755,120.409775
524756,122.43441
524757,124.96768
524758,117.56947
524759,121.09965
524760,120.03025
524761,121.739235
524762,123.24422
524763,124.665634
524764,122.4849
524765,123.27093
524766,121.36059
524767,122.189026
524768,118.82396
524769,121.73454
524770,118.752144
524771,119.18704
524772,124.41346
524773,125.16878
524774,123.747696
524775,123.22798
524776,123.81007
524777,123.89657
524778,122.28777
524779,123.94036
524780,116.88386
524781,124.94226
524782,123.19959
524783,123.45581
524784,117.752235
524785,123.34206
524786,119.38948
524787,125.22787
524788,123.8254
524789,124.76667
524790,124.495605
524791,122.98471
524792,123.00851
524793,121.55053
524794,120.13216
524795,122.8361
524796,122.03047
524797,122.76946
524798,122.86643
524799,124.56688
524800,126.31182
524801,124.64415
524802,124.79564
524803,122.06999
524804,119.27216
524805,122.50182
524806,120.14286
524807,125.291595
524808,122.46352
524809,123.722404
524810,114.91381
524811,118.569885
524812,123.01113
524813,121.84532
524814,120.76612
524815,124.6432
524816,121.56699
524817,120.10752
524818,127.056435
524819,125.69085
524820,119.54199
524821,122.36922
524822,123.105835
524823,118.97402
524824,123.368835
524825,119.887886
524826,124.72117
524827,118.70866
524828,120.88768
524829,121.155
524830,126.16247
524831,122.8169
524832,116.542854
524833,122.41857
524834,127.601234
524835,121.58985
524836,123.23216
524837,116.98491
524838,122.16066
524839,127.52122
524840,120.341705
524841,122.059875
524842,120.13796
524843,120.797386
524844,122.74943
524845,118.29487
524846,120.87153
524847,123.546585
524848,118.26899
524849,121.77432
524850,124.29325
524851,123.980995
524852,119.21896
524853,128.00853
524854,120.55149
524855,125.103195
524856,123.35241
524857,119.8608
524858,128.52324
524859,121.8746
524860,120.10456
524861,119.30216
524862,123.21202
524863,119.95476
524864,120.69192
524865,121.18179
524866,119.64778
524867,119.018745
524868,119.807884
524869,121.10628
524870,121.7195
524871,120.65784
524872,121.67829
524873,117.20681
524874,123.12093
524875,119.9272
524876,123.41275
524877,116.78015
524878,120.245155
524879,124.90196
524880,121.31352
524881,122.196465
524882,119.41732
524883,123.879555
524884,125.16512
524885,121.57994
524886,125.407394
524887,124.24475
524888,126.61012
524889,120.40316
524890,121.82174
524891,124.238106
524892,118.7947
524893,119.74341
524894,121.493996
524895,123.34572
524896,123.83233
524897,118.19708
524898,126.946434
524899,120.68178
524900,125.03053
524901,121.85247
524902,122.100266
524903,121.79576
524904,123.10821
524905,121.07674
524906,124.289635
524907,120.63757
524908,122.057236
524909,116.695465
524910,123.446915
524911,124.94133
524912,120.35356
524913,118.46613
524914,121.94761
524915,122.99185
524916,122.89557
524917,120.19602
524918,125.39951
524919,125.74758
524920,125.80383
524921,120.31788
524922,121.1529
524923,119.41389
524924,121.17271
524925,124.2609
524926,123.52935
524927,121.53924
524928,121.98514
524929,124.34239
524930,124.02421
524931,125.49422
524932,125.48854
524933,120.162766
524934,124.878555
524935,123.19481
524936,124.98799
524937,122.43564
524938,122.80687
524939,119.20835
524940,125.42929
524941,121.071754
524942,123.168785
524943,121.09317
524944,121.987274
524945,120.009575
524946,120.659515
524947,122.478775
524948,123.87203
524949,122.87872
524950,120.75576
524951,122.32662
524952,122.249626
524953,126.2122
524954,119.79894
524955,123.93258
524956,117.649
524957,122.038124
524958,122.62842
524959,124.29886
524960,116.54793
524961,120.79784
524962,120.873405
524963,122.89001
524964,123.789246
524965,121.043495
524966,117.37412
524967,122.61978
524968,119.698906
524969,120.45068
524970,119.71698
524971,117.25701
524972,122.42092
524973,123.539795
524974,124.38338
524975,119.81103
524976,123.66084
524977,121.33279
524978,124.01765
524979,124.52121
524980,120.63649
524981,120.018425
524982,123.29602
524983,120.009445
524984,117.395
524985,126.708916
524986,122.26261
524987,125.13592
524988,119.32452
524989,122.75819
524990,117.373886
524991,122.906204
524992,124.25637
524993,121.79208
524994,121.9382
524995,122.97213
524996,124.331985
524997,122.13898
524998,122.34663
524999,121.47604
525000,126.18097
525001,124.83746
525002,120.69504
525003,125.214775
525004,117.86443
525005,122.084015
525006,122.196945
525007,119.59508
525008,124.08152
525009,122.66356
525010,123.02194
525011,124.536644
525012,125.110374
525013,121.51877
525014,125.29494
525015,124.91266
525016,120.08496
525017,122.30382
525018,123.30667
525019,120.39706
525020,122.34225
525021,122.875084
525022,120.11608
525023,123.22588
525024,126.82082
525025,121.466034
525026,122.61634
525027,122.73854
525028,125.90273
525029,120.58316
525030,121.509415
525031,120.558716
525032,120.8352
525033,120.364296
525034,124.382256
525035,121.87163
525036,122.992836
525037,122.73449
525038,121.84884
525039,120.29363
525040,124.147026
525041,119.94675
525042,121.673096
525043,117.65957
525044,116.35669
525045,123.117584
525046,118.90565
525047,120.28889
525048,121.11211
525049,120.42645
525050,122.87196
525051,122.502396
525052,118.91249
525053,124.37382
525054,123.975914
525055,121.67555
525056,116.64429
525057,122.63036
525058,121.14882
525059,120.11304
525060,120.105934
525061,118.53321
525062,122.7787
525063,121.38478
525064,121.95167
525065,120.053345
525066,122.920784
525067,123.82812
525068,123.12596
525069,123.53005
525070,121.30588
525071,124.4798
525072,124.20416
525073,120.31492
525074,121.626366
525075,118.93734
525076,122.28536
525077,123.06378
525078,121.49394
525079,123.26793
525080,121.020615
525081,126.64173
525082,122.956024
525083,121.4346
525084,121.87437
525085,122.05662
525086,121.17165
525087,122.96401
525088,122.221115
525089,118.25425
525090,120.28157
525091,120.11834
525092,120.96667
525093,117.44495
525094,124.12843
525095,122.88823
525096,124.46752
525097,123.801704
525098,123.84831
525099,123.32435
525100,126.33461
525101,125.63312
525102,121.97652
525103,122.20412
525104,121.36016
525105,120.56863
525106,125.09722
525107,123.457016
525108,123.39484
525109,122.67574
525110,120.630714
525111,118.47631
525112,123.16829
525113,125.99001
525114,121.800545
525115,122.581024
525116,123.997574
525117,122.87252
525118,121.663956
525119,123.20036
525120,122.70651
525121,122.34398
525122,123.21912
525123,121.96108
525124,119.61711
525125,123.3752
525126,120.9215
525127,123.55196
525128,124.21494
525129,121.3824
525130,120.93473
525131,121.215576
525132,121.33578
525133,118.86276
525134,121.962845
525135,124.460915
525136,122.91412
525137,122.40034
525138,119.72215
525139,118.53908
525140,120.60523
525141,121.800156
525142,118.6106
525143,120.12795
525144,124.71293
525145,122.21818
525146,123.40974
525147,125.641846
525148,118.987946
525149,123.863846
525150,124.249886
525151,120.07568
525152,121.079765
525153,123.625435
525154,124.27298
525155,120.28253
525156,119.05786
525157,120.921715
525158,125.52775
525159,119.62699
525160,122.99103
525161,125.78953
525162,124.11299
525163,121.571175
525164,125.73
525165,120.81573
525166,127.58423
525167,121.93456
525168,122.91089
525169,123.51369
525170,119.938866
525171,121.21641
525172,126.12213
525173,124.788635
525174,121.48179
525175,127.425125
525176,120.45954
525177,121.9181
525178,120.55508
525179,121.955284
525180,121.98791
525181,119.75404
525182,122.6134
525183,122.74071
525184,120.30895
525185,124.96897
525186,121.0394
525187,124.11393
525188,124.293526
525189,119.956505
525190,123.092064
525191,123.349785
525192,124.31254
525193,118.572815
525194,121.770424
525195,118.82659
525196,122.35532
525197,123.42931
525198,123.228935
525199,123.41129
525200,121.35683
525201,121.94268
525202,121.51742
525203,117.1627
525204,120.011505
525205,120.48266
525206,121.74621
525207,121.43807
525208,122.39831
525209,119.15884
525210,121.16999
525211,123.65022
525212,123.64228
525213,120.228264
525214,123.05471
525215,120.06124
525216,118.539314
525217,119.30955
525218,121.46517
525219,121.74477
525220,123.31182
525221,119.948814
525222,127.784935
525223,119.67209
525224,121.02593
525225,122.25844
525226,120.133766
525227,122.327896
525228,120.68228
525229,122.44912
525230,121.8357
525231,122.4087
525232,123.225235
525233,123.06132
525234,120.115776
525235,121.70675
525236,118.007545
525237,120.441025
525238,119.70344
525239,118.84663
525240,123.74403
525241,123.407295
525242,122.117
525243,118.889984
525244,122.45626
525245,124.55097
525246,119.37791
525247,124.50085
525248,122.97634
525249,125.11512
525250,122.58903
525251,122.69611
525252,118.370605
525253,122.31719
525254,123.034325
525255,120.11726
525256,121.66654
525257,124.5253
525258,123.814705
525259,121.97063
525260,122.43012
525261,124.19367
525262,121.26127
525263,124.39245
525264,122.71548
525265,121.42564
525266,121.58325
525267,121.355446
525268,123.81921
525269,122.7198
525270,126.43638
525271,125.934044
525272,124.58451
525273,122.090935
525274,121.75168
525275,118.6165
525276,125.664444
525277,121.69388
525278,124.42474
525279,121.624504
525280,118.838036
525281,122.42487
525282,121.47551
525283,123.03975
525284,121.14847
525285,121.00914
525286,122.36455
525287,122.417534
525288,127.417114
525289,123.88212
525290,119.11826
525291,122.46967
525292,124.80099
525293,120.35492
525294,121.85581
525295,124.55865
525296,117.66689
525297,120.80357
525298,124.75007
525299,122.334404
525300,127.01826
525301,125.942314
525302,121.36153
525303,121.24561
525304,124.69724
525305,121.485985
525306,119.96343
525307,125.19028
525308,121.538216
525309,123.30848
525310,121.71474
525311,123.32247
525312,123.53923
525313,117.7942
525314,120.42461
525315,126.11345
525316,124.25329
525317,120.15445
525318,126.529236
525319,119.22231
525320,117.66881
525321,125.94384
525322,121.433685
525323,120.975655
525324,120.46682
525325,122.45848
525326,124.074394
525327,121.12174
525328,121.59519
525329,119.4748
525330,119.20285
525331,119.611855
525332,121.8324
525333,117.85441
525334,122.45045
525335,119.33971
525336,127.87367
525337,121.527245
525338,119.38226
525339,123.83418
525340,120.70056
525341,121.95831
525342,125.77558
525343,119.389786
525344,119.78617
525345,120.23555
525346,125.199585
525347,119.81671
525348,121.31896
525349,118.41296
525350,122.345985
525351,120.26798
525352,119.48676
525353,123.72004
525354,118.63174
525355,123.17066
525356,118.947174
525357,126.65585
525358,120.64948
525359,119.47388
525360,121.52689
525361,123.220184
525362,124.649124
525363,120.34515
525364,123.26739
525365,122.922035
525366,122.46969
525367,122.98612
525368,123.1772
525369,122.86069
525370,119.88394
525371,119.92353
525372,122.55141
525373,123.63462
525374,120.495094
525375,124.45191
525376,125.097885
525377,121.80107
525378,122.63618
525379,123.48637
525380,122.119514
525381,122.2587
525382,124.31663
525383,120.583694
525384,122.20668
525385,120.8463
525386,121.14705
525387,121.46931
525388,120.64555
525389,122.18179
525390,124.87624
525391,119.8315
525392,121.06203
525393,119.19673
525394,124.007675
525395,118.15007
525396,123.42211
525397,124.278305
525398,124.93075
525399,121.90768
525400,122.62278
525401,119.71517
525402,125.94618
525403,124.887276
525404,122.258766
525405,122.17682
525406,119.37765
525407,124.52887
525408,119.69958
525409,123.696815
525410,123.14817
525411,127.10592
525412,121.65
525413,120.10425
525414,124.617065
525415,121.487144
525416,121.31048
525417,123.75317
525418,123.11964
525419,124.053635
525420,119.538055
525421,120.62761
525422,122.98335
525423,124.30754
525424,122.27801
525425,119.797874
525426,122.68679
525427,119.74054
525428,125.41669
525429,121.63627
525430,120.59799
525431,123.49308
525432,120.0605
525433,120.33957
525434,121.27531
525435,120.71085
525436,118.98686
525437,123.29971
525438,127.96951
525439,120.15958
525440,121.4998
525441,121.55993
525442,123.84274
525443,118.71357
525444,127.16419
525445,122.97537
525446,122.42948
525447,123.79865
525448,120.37932
525449,122.16655
525450,118.09088
525451,123.04825
525452,122.43805
525453,123.979546
525454,121.60264
525455,120.14803
525456,124.09237
525457,124.67561
525458,123.10125
525459,121.57432
525460,121.24929
525461,122.22627
525462,121.99719
525463,117.33706
525464,119.63618
525465,118.61306
525466,123.81323
525467,125.34863
525468,119.86433
525469,120.56016
525470,122.040375
525471,123.85474
525472,119.9193
525473,120.147125
525474,122.47989
525475,122.98203
525476,125.79074
525477,123.90787
525478,122.128685
525479,122.64983
525480,121.37607
525481,123.48726
525482,115.91515
525483,122.86501
525484,119.8532
525485,121.438484
525486,125.79476
525487,126.36598
525488,121.98
525489,123.47659
525490,123.31305
525491,124.88684
525492,117.71342
525493,123.564476
525494,119.348145
525495,119.53496
525496,126.09869
525497,125.39987
525498,118.232315
525499,124.263115
525500,123.91407
525501,117.15715
525502,117.22714
525503,118.56774
525504,124.029755
525505,122.488556
525506,117.694466
525507,121.69255
525508,123.88753
525509,121.4912
525510,120.17805
525511,121.1168
525512,120.53324
525513,124.639465
525514,121.08552
525515,120.49935
525516,122.69437
525517,121.43399
525518,123.085365
525519,126.36745
525520,120.75122
525521,117.201035
525522,119.86065
525523,120.99218
525524,121.16252
525525,122.30387
525526,120.58906
525527,121.26585
525528,117.674225
525529,122.033104
525530,127.30197
525531,120.74627
525532,121.465485
525533,118.61182
525534,122.84948
525535,120.92456
525536,121.43865
525537,125.27896
525538,124.163605
525539,123.970726
525540,125.22772
525541,123.5281
525542,122.23989
525543,119.979675
525544,125.73279
525545,123.722755
525546,120.81839
525547,125.273476
525548,121.81157
525549,124.10568
525550,124.08706
525551,122.35775
525552,122.87137
525553,122.20353
525554,125.2804
525555,120.94324
525556,122.13577
525557,121.06305
525558,119.8135
525559,120.611275
525560,120.60883
525561,121.9132
525562,117.41578
525563,121.91001
525564,119.38945
525565,122.224236
525566,118.62797
525567,120.42087
525568,122.412224
525569,119.12933
525570,123.74715
525571,122.87303
525572,119.74753
525573,122.96348
525574,119.262665
525575,117.75391
525576,121.65153
525577,123.055595
525578,122.75101
525579,122.080765
525580,120.64892
525581,123.90071
525582,117.6928
525583,121.10267
525584,125.28593
525585,119.562744
525586,119.98158
525587,123.59962
525588,120.2302
525589,122.738
525590,120.93178
525591,120.58399
525592,124.13796
525593,119.77317
525594,123.536705
525595,120.123245
525596,124.711784
525597,120.14562
525598,122.01999
525599,121.73013
525600,119.08722
525601,121.32399
525602,126.41959
525603,121.903435
525604,121.50866
525605,118.25922
525606,121.39451
525607,122.072716
525608,120.942154
525609,122.22012
525610,123.45055
525611,120.95871
525612,119.01548
525613,124.59447
525614,123.334755
525615,122.34886
525616,123.02549
525617,124.1529
525618,125.94092
525619,123.3986
525620,116.42555
525621,120.46409
525622,125.095
525623,118.709045
525624,119.654526
525625,123.32254
525626,122.23707
525627,123.16324
525628,119.48002
525629,120.08439
525630,118.755325
525631,122.13047
525632,124.79274
525633,122.56586
525634,124.17892
525635,120.40992
525636,123.130684
525637,120.482994
525638,121.38191
525639,120.8451
525640,121.22858
525641,125.66487
525642,124.90869
525643,122.148796
525644,122.64282
525645,121.67779
525646,121.01499
525647,125.87301
525648,122.605064
525649,124.73677
525650,120.055954
525651,121.18404
525652,119.36575
525653,120.27834
525654,119.00388
525655,120.63627
525656,121.12772
525657,123.008804
525658,127.462906
525659,121.327385
525660,125.415535
525661,121.30976
525662,119.42135
525663,119.434555
525664,120.105316
525665,122.67552
525666,123.016396
525667,123.47961
525668,119.51525
525669,124.69643
525670,119.34568
525671,123.90032
525672,124.09331
525673,124.79426
525674,120.77692
525675,123.4863
525676,123.16613
525677,117.85598
525678,122.007416
525679,124.165085
525680,120.50787
525681,122.76056
525682,124.61468
525683,125.27766
525684,121.0141
525685,122.74597
525686,121.37285
525687,121.49857
525688,124.736015
525689,125.24144
525690,122.98001
525691,119.350716
525692,122.203606
525693,122.95415
525694,119.88261
525695,124.57946
525696,122.21991
525697,120.92658
525698,123.207954
525699,122.17021
525700,119.990715
525701,121.42892
525702,121.3233
525703,118.16184
525704,119.77972
525705,122.058975
525706,121.156425
525707,119.65554
525708,120.89986
525709,121.52845
525710,123.386635
525711,124.41147
525712,125.40749
525713,122.75905
525714,127.77343
525715,117.57709
525716,119.44404
525717,121.0219
525718,122.458405
525719,122.19928
525720,122.37863
525721,125.18776
525722,119.27105
525723,124.29896
525724,120.4228
525725,125.804855
525726,121.5576
525727,124.03579
525728,118.58526
525729,122.65572
525730,118.67601
525731,120.29263
525732,119.736244
525733,123.72532
525734,117.93118
525735,122.38895
525736,122.39708
525737,122.0188
525738,119.31605
525739,123.32681
525740,120.41282
525741,120.07251
525742,121.13942
525743,124.160164
525744,118.47028
525745,121.66068
525746,124.725845
525747,125.79074
525748,120.30436
525749,125.07635
525750,123.987885
525751,118.66234
525752,118.40112
525753,125.94179
525754,122.638725
525755,121.58722
525756,125.71871
525757,127.42218
525758,119.47578
525759,123.0666
525760,118.65153
525761,123.38136
525762,122.72903
525763,121.52113
525764,120.29944
525765,120.63793
525766,120.032364
525767,120.65405
525768,125.51205
525769,121.67494
525770,122.24304
525771,121.57024
525772,128.22594
525773,118.879524
525774,126.03498
525775,122.68473
525776,123.6929
525777,121.00413
525778,123.32848
525779,126.14584
525780,122.30475
525781,123.26507
525782,126.18453
525783,127.055824
525784,116.219894
525785,121.457886
525786,120.38877
525787,122.27417
525788,122.2325
525789,124.62388
525790,124.00894
525791,123.48774
525792,122.689354
525793,115.556076
525794,125.60725
525795,121.58883
525796,123.40587
525797,120.19436
525798,122.752846
525799,121.97456
525800,120.67045
525801,124.53714
525802,120.991165
525803,119.99712
525804,121.15395
525805,123.54167
525806,126.94519
525807,121.42439
525808,122.39254
525809,125.36761
525810,121.186455
525811,120.4931
525812,124.719666
525813,123.1072
525814,116.60709
525815,126.72726
525816,122.9829
525817,120.81844
525818,119.98848
525819,121.586426
525820,123.34281
525821,126.69163
525822,124.394516
525823,126.69119
525824,124.817856
525825,116.6754
525826,124.8596
525827,123.748405
525828,121.03129
525829,123.391075
525830,117.56395
525831,121.984
525832,126.85068
525833,126.12388
525834,120.156715
525835,120.89585
525836,120.133446
525837,116.77852
525838,120.89389
525839,120.98323
525840,121.793015
525841,124.045525
525842,124.01679
525843,122.87235
525844,119.96457
525845,120.9811
525846,123.18746
525847,125.18023
525848,121.756165
525849,124.60407
525850,123.94766
525851,118.38086
525852,120.13546
525853,125.96591
525854,119.063286
525855,122.43355
525856,123.953445
525857,118.90922
525858,119.96689
525859,122.09413
525860,121.52466
525861,121.58906
525862,120.87696
525863,125.107445
525864,120.352715
525865,119.19324
525866,123.6422
525867,116.23499
525868,118.64579
525869,124.74556
525870,124.86686
525871,120.78205
525872,121.99027
525873,122.91419
525874,119.68507
525875,122.79916
525876,119.65323
525877,120.17154
525878,119.99365
525879,123.27194
525880,120.925995
525881,124.93073
525882,122.68029
525883,126.36231
525884,123.23082
525885,120.803314
525886,123.17088
525887,121.673546
525888,121.72713
525889,123.18075
525890,117.97782
525891,121.026436
525892,121.90414
525893,120.77241
525894,123.034904
525895,125.10732
525896,121.31319
525897,119.82537
525898,120.47525
525899,117.14817
525900,121.80664
525901,122.59103
525902,121.04477
525903,119.55274
525904,121.27235
525905,120.54565
525906,119.17519
525907,118.69624
525908,118.13174
525909,122.24868
525910,121.49045
525911,123.58507
